Anfangszeit - hh:mm:ss.ms	Anfangszeit - ss.msec	Anfangszeit - msec	Endzeit - hh:mm:ss.ms	Endzeit - ss.msec	Endzeit - msec	Dauer - hh:mm:ss.ms	Dauer - ss.msec	Dauer - msec	Blickzuwendung	Aktion	Interface-Bildnr.	Datei	Verzeichnis (Pfad)
00:30:01.320	1801.32	1801320	00:30:03.361	1803.361	1803361	00:00:02.041	2.041	2041	1	1	4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:30:05.402	1805.402	1805402	00:30:06.682	1806.682	1806682	00:00:01.280	1.28	1280	1	1	4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:30:07.563	1807.563	1807563	00:30:09.123	1809.123	1809123	00:00:01.560	1.56	1560	1	1	4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:30:11.884	1811.884	1811884	00:30:13.724	1813.724	1813724	00:00:01.840	1.84	1840	1	1	4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:30:37.166	1837.166	1837166	00:30:39.527	1839.527	1839527	00:00:02.361	2.361	2361	1		4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:31:24.608	1884.608	1884608	00:31:26.529	1886.529	1886529	00:00:01.921	1.921	1921	1		4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:31:26.929	1886.929	1886929	00:31:28.090	1888.09	1888090	00:00:01.161	1.161	1161	1	1	4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:35:12.420	2112.42	2112420	00:35:13.901	2113.901	2113901	00:00:01.481	1.481	1481	1	1	5	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:35:50.503	2150.503	2150503	00:35:51.703	2151.703	2151703	00:00:01.200	1.2	1200	1	1	5	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:36:27.385	2187.385	2187385	00:36:28.985	2188.985	2188985	00:00:01.600	1.6	1600	1	1	5	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:40:07.122	2407.122	2407122	00:40:07.482	2407.482	2407482	00:00:00.360	0.36	360	1		6	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:15:07.560	907.56	907560	00:15:13.041	913.041	913041	00:00:05.481	5.481	5481		1	1	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:15:40.321	940.321	940321	00:15:43.121	943.121	943121	00:00:02.800	2.8	2800		1	1	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:16:20.721	980.721	980721	00:16:23.842	983.842	983842	00:00:03.121	3.121	3121		1	1	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:20:33.440	1233.44	1233440	00:20:37.721	1237.721	1237721	00:00:04.281	4.281	4281		1	2	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:20:57.961	1257.961	1257961	00:21:03.642	1263.642	1263642	00:00:05.681	5.681	5681		1	2	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:21:23.602	1283.602	1283602	00:21:26.523	1286.523	1286523	00:00:02.921	2.921	2921		1	2	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:25:10.740	1510.74	1510740	00:25:14.981	1514.981	1514981	00:00:04.241	4.241	4241		1	3	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:25:55.623	1555.623	1555623	00:26:01.504	1561.504	1561504	00:00:05.881	5.881	5881		1	3	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:26:35.867	1595.867	1595867	00:26:39.308	1599.308	1599308	00:00:03.441	3.441	3441		1	3	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:30:01.145	1801.145	1801145	00:30:13.945	1813.945	1813945	00:00:12.800	12.8	12800		1	4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:30:37.715	1837.715	1837715	00:30:40.276	1840.276	1840276	00:00:02.561	2.561	2561		1	4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:31:25.436	1885.436	1885436	00:31:28.997	1888.997	1888997	00:00:03.561	3.561	3561		1	4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:35:12.080	2112.08	2112080	00:35:14.601	2114.601	2114601	00:00:02.521	2.521	2521		1	5	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:35:49.681	2149.681	2149681	00:35:52.682	2152.682	2152682	00:00:03.001	3.001	3001		1	5	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:36:27.163	2187.163	2187163	00:36:30.524	2190.524	2190524	00:00:03.361	3.361	3361		1	5	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:40:00.700	2400.7	2400700	00:40:06.421	2406.421	2406421	00:00:05.721	5.721	5721		1	6	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:40:32.304	2432.304	2432304	00:40:36.265	2436.265	2436265	00:00:03.961	3.961	3961		1	6	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:41:13.067	2473.067	2473067	00:41:13.111	2473.111	2473111	00:00:00.044	0.044	44		1	6	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:41:13.111	2473.111	2473111	00:41:18.911	2478.911	2478911	00:00:05.800	5.8	5800		1	6	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:14:25.800	865.8	865800	00:16:32.800	992.8	992800	00:02:07.000	127.0	127000			1	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:20:06.800	1206.8	1206800	00:21:43.800	1303.8	1303800	00:01:37.000	97.0	97000			2	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:24:39.800	1479.8	1479800	00:26:46.800	1606.8	1606800	00:02:07.000	127.0	127000			3	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:29:20.800	1760.8	1760800	00:31:35.800	1895.8	1895800	00:02:15.000	135.0	135000			4	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:34:30.800	2070.8	2070800	00:36:37.800	2197.8	2197800	00:02:07.000	127.0	127000			5	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:39:32.800	2372.8	2372800	00:41:33.800	2493.8	2493800	00:02:01.000	121.0	121000			6	Vp421-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-1.eaf
00:30:05.380	1805.38	1805380	00:30:06.501	1806.501	1806501	00:00:01.121	1.121	1121	1		4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:30:07.541	1807.541	1807541	00:30:09.142	1809.142	1809142	00:00:01.601	1.601	1601	1		4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:30:11.942	1811.942	1811942	00:30:13.783	1813.783	1813783	00:00:01.841	1.841	1841	1	1	4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:30:37.144	1837.144	1837144	00:30:39.545	1839.545	1839545	00:00:02.401	2.401	2401	1		4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:31:24.626	1884.626	1884626	00:31:26.547	1886.547	1886547	00:00:01.921	1.921	1921	1		4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:31:26.947	1886.947	1886947	00:31:28.108	1888.108	1888108	00:00:01.161	1.161	1161	1		4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:35:12.401	2112.401	2112401	00:35:13.801	2113.801	2113801	00:00:01.400	1.4	1400	1	1	5	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:35:50.482	2150.482	2150482	00:35:51.683	2151.683	2151683	00:00:01.201	1.201	1201	1	1	5	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:36:27.404	2187.404	2187404	00:36:28.965	2188.965	2188965	00:00:01.561	1.561	1561	1	1	5	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:36:29.725	2189.725	2189725	00:36:30.285	2190.285	2190285	00:00:00.560	0.56	560	1		5	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:40:07.103	2407.103	2407103	00:40:07.503	2407.503	2407503	00:00:00.400	0.4	400	1		6	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:47:41.560	2861.56	2861560	00:47:42.600	2862.6	2862600	00:00:01.040	1.04	1040	1		7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:47:43.161	2863.161	2863161	00:47:47.922	2867.922	2867922	00:00:04.761	4.761	4761	1		7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:47:49.362	2869.362	2869362	00:47:54.164	2874.164	2874164	00:00:04.802	4.802	4802	1	1	7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:47:55.044	2875.044	2875044	00:47:56.165	2876.165	2876165	00:00:01.121	1.121	1121	1	1	7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:47:57.525	2877.525	2877525	00:47:58.886	2878.886	2878886	00:00:01.361	1.361	1361	1		7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:48:19.846	2899.846	2899846	00:48:21.327	2901.327	2901327	00:00:01.481	1.481	1481	1		7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:48:22.647	2902.647	2902647	00:48:23.407	2903.407	2903407	00:00:00.760	0.76	760	1	1	7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:48:28.169	2908.169	2908169	00:48:30.369	2910.369	2910369	00:00:02.200	2.2	2200	1	1	7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:48:30.810	2910.81	2910810	00:48:31.290	2911.29	2911290	00:00:00.480	0.48	480	1		7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:49:01.291	2941.291	2941291	00:49:03.892	2943.892	2943892	00:00:02.601	2.601	2601	1		7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:49:06.853	2946.853	2946853	00:49:07.573	2947.573	2947573	00:00:00.720	0.72	720	1	1	7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:49:08.453	2948.453	2948453	00:49:09.374	2949.374	2949374	00:00:00.921	0.921	921	1		7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:52:22.780	3142.78	3142780	00:52:24.461	3144.461	3144461	00:00:01.681	1.681	1681	1	1	8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:52:25.021	3145.021	3145021	00:52:27.622	3147.622	3147622	00:00:02.601	2.601	2601	1	1	8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:52:32.583	3152.583	3152583	00:52:33.704	3153.704	3153704	00:00:01.121	1.121	1121	1	1	8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:52:48.425	3168.425	3168425	00:52:51.986	3171.986	3171986	00:00:03.561	3.561	3561	1		8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:52:52.866	3172.866	3172866	00:52:53.427	3173.427	3173427	00:00:00.561	0.561	561	1		8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:52:53.747	3173.747	3173747	00:52:53.947	3173.947	3173947	00:00:00.200	0.2	200	1		8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:53:43.429	3223.429	3223429	00:53:47.990	3227.99	3227990	00:00:04.561	4.561	4561	1	1	8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:15:07.520	907.52	907520	00:15:13.001	913.001	913001	00:00:05.481	5.481	5481		1	1	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:15:40.161	940.161	940161	00:15:43.201	943.201	943201	00:00:03.040	3.04	3040		1	1	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:16:20.761	980.761	980761	00:16:23.922	983.922	983922	00:00:03.161	3.161	3161		1	1	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:20:33.540	1233.54	1233540	00:20:37.821	1237.821	1237821	00:00:04.281	4.281	4281		1	2	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:20:57.901	1257.901	1257901	00:21:03.462	1263.462	1263462	00:00:05.561	5.561	5561		1	2	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:21:23.862	1283.862	1283862	00:21:26.503	1286.503	1286503	00:00:02.641	2.641	2641		1	2	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:25:10.860	1510.86	1510860	00:25:14.901	1514.901	1514901	00:00:04.041	4.041	4041		1	3	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:25:56.061	1556.061	1556061	00:26:01.542	1561.542	1561542	00:00:05.481	5.481	5481		1	3	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:26:35.702	1595.702	1595702	00:26:39.103	1599.103	1599103	00:00:03.401	3.401	3401		1	3	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:30:08.080	1808.08	1808080	00:30:13.800	1813.8	1813800	00:00:05.720	5.72	5720		1	4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:30:37.760	1837.76	1837760	00:30:40.242	1840.242	1840242	00:00:02.482	2.482	2482		1	4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:31:25.482	1885.482	1885482	00:31:28.803	1888.803	1888803	00:00:03.321	3.321	3321			4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:35:12.080	2112.08	2112080	00:35:14.442	2114.442	2114442	00:00:02.362	2.362	2362		1	5	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:35:49.722	2149.722	2149722	00:35:52.602	2152.602	2152602	00:00:02.880	2.88	2880		1	5	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:36:27.042	2187.042	2187042	00:36:29.882	2189.882	2189882	00:00:02.840	2.84	2840		1	5	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:40:00.660	2400.66	2400660	00:40:06.341	2406.341	2406341	00:00:05.681	5.681	5681		1	6	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:40:32.225	2432.225	2432225	00:40:36.105	2436.105	2436105	00:00:03.880	3.88	3880		1	6	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:41:13.106	2473.106	2473106	00:41:18.787	2478.787	2478787	00:00:05.681	5.681	5681		1	6	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:47:45.520	2865.52	2865520	00:47:57.442	2877.442	2877442	00:00:11.922	11.922	11922		1	7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:48:19.882	2899.882	2899882	00:48:30.964	2910.964	2910964	00:00:11.082	11.082	11082		1	7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:49:02.244	2942.244	2942244	00:49:08.485	2948.485	2948485	00:00:06.241	6.241	6241		1	7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:52:22.120	3142.12	3142120	00:52:34.363	3154.363	3154363	00:00:12.243	12.243	12243		1	8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:52:48.924	3168.924	3168924	00:52:53.325	3173.325	3173325	00:00:04.401	4.401	4401		1	8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:53:43.127	3223.127	3223127	00:53:49.529	3229.529	3229529	00:00:06.402	6.402	6402		1	8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:14:25.600	865.6	865600	00:16:32.600	992.6	992600	00:02:07.000	127.0	127000			1	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:20:06.600	1206.6	1206600	00:21:43.600	1303.6	1303600	00:01:37.000	97.0	97000			2	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:24:39.600	1479.6	1479600	00:26:46.600	1606.6	1606600	00:02:07.000	127.0	127000			3	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:29:21.600	1761.6	1761600	00:31:36.600	1896.6	1896600	00:02:15.000	135.0	135000			4	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:34:31.600	2071.6	2071600	00:36:37.600	2197.6	2197600	00:02:06.000	126.0	126000			5	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:39:31.850	2371.85	2371850	00:41:33.850	2493.85	2493850	00:02:02.000	122.0	122000			6	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:47:07.150	2827.15	2827150	00:49:17.150	2957.15	2957150	00:02:10.000	130.0	130000			7	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:51:59.150	3119.15	3119150	00:53:56.150	3236.15	3236150	00:01:57.000	117.0	117000			8	Vp421-erste Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-erste Fahrt.eaf
00:01:13.963	73.963	73963	00:01:14.203	74.203	74203	00:00:00.240	0.24	240	1		4	Vp421-zweite Fahrt.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp421-zweite Fahrt.eaf
