Anfangszeit - hh:mm:ss.ms	Anfangszeit - ss.msec	Anfangszeit - msec	Endzeit - hh:mm:ss.ms	Endzeit - ss.msec	Endzeit - msec	Dauer - hh:mm:ss.ms	Dauer - ss.msec	Dauer - msec	Aktion	Interface-Bildnr.	Datei	Verzeichnis (Pfad)
00:19:51.680	1191.68	1191680	00:19:53.840	1193.84	1193840	00:00:02.160	2.16	2160	1	2	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:20:39.400	1239.4	1239400	00:20:41.040	1241.04	1241040	00:00:01.640	1.64	1640	1	2	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:21:19.920	1279.92	1279920	00:21:22.120	1282.12	1282120	00:00:02.200	2.2	2200	1	2	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:25:13.520	1513.52	1513520	00:25:15.320	1515.32	1515320	00:00:01.800	1.8	1800	1	3	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:25:32.080	1532.08	1532080	00:25:34.040	1534.04	1534040	00:00:01.960	1.96	1960	1	3	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:26:35.280	1595.28	1595280	00:26:37.040	1597.04	1597040	00:00:01.760	1.76	1760	1	3	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:30:20.940	1820.94	1820940	00:30:30.062	1830.062	1830062	00:00:09.122	9.122	9122	1	4	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:30:48.222	1848.222	1848222	00:30:52.863	1852.863	1852863	00:00:04.641	4.641	4641	1	4	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:31:43.868	1903.868	1903868	00:31:47.429	1907.429	1907429	00:00:03.561	3.561	3561	1	4	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:35:16.061	2116.061	2116061	00:35:18.221	2118.221	2118221	00:00:02.160	2.16	2160	1	5	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:35:37.421	2137.421	2137421	00:35:39.822	2139.822	2139822	00:00:02.401	2.401	2401	1	5	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:36:30.342	2190.342	2190342	00:36:32.982	2192.982	2192982	00:00:02.640	2.64	2640	1	5	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:39:36.880	2376.88	2376880	00:39:50.760	2390.76	2390760	00:00:13.880	13.88	13880	1	6	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:40:20.363	2420.363	2420363	00:40:23.524	2423.524	2423524	00:00:03.161	3.161	3161	1	6	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:41:10.644	2470.644	2470644	00:41:14.725	2474.725	2474725	00:00:04.081	4.081	4081	1	6	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:14:05.400	845.4	845400	00:16:19.400	979.4	979400	00:02:14.000	134.0	134000		1	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:19:22.400	1162.4	1162400	00:21:33.400	1293.4	1293400	00:02:11.000	131.0	131000		2	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:24:46.400	1486.4	1486400	00:26:48.400	1608.4	1608400	00:02:02.000	122.0	122000		3	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:29:16.400	1756.4	1756400	00:32:00.400	1920.4	1920400	00:02:44.000	164.0	164000		4	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:34:36.400	2076.4	2076400	00:36:38.400	2198.4	2198400	00:02:02.000	122.0	122000		5	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:39:11.400	2351.4	2351400	00:41:23.400	2483.4	2483400	00:02:12.000	132.0	132000		6	Vp422-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-1.eaf
00:01:50.920	110.92	110920	00:01:53.121	113.121	113121	00:00:02.201	2.201	2201	1	7	Vp422-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-2.eaf
00:02:27.641	147.641	147641	00:02:29.161	149.161	149161	00:00:01.520	1.52	1520	1	7	Vp422-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-2.eaf
00:03:06.281	186.281	186281	00:03:08.201	188.201	188201	00:00:01.920	1.92	1920	1	7	Vp422-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-2.eaf
00:05:54.100	354.1	354100	00:05:55.620	355.62	355620	00:00:01.520	1.52	1520	1	8	Vp422-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-2.eaf
00:06:38.621	398.621	398621	00:06:39.941	399.941	399941	00:00:01.320	1.32	1320	1	8	Vp422-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-2.eaf
00:07:31.264	451.264	451264	00:07:33.344	453.344	453344	00:00:02.080	2.08	2080	1	8	Vp422-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-2.eaf
00:01:12.320	72.32	72320	00:03:16.720	196.72	196720	00:02:04.400	124.4	124400		7	Vp422-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-2.eaf
00:05:25.760	325.76	325760	00:07:41.960	461.96	461960	00:02:16.200	136.2	136200		8	Vp422-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp422-2.eaf
00:14:42.960	882.96	882960	00:14:47.961	887.961	887961	00:00:05.001	5.001	5001	1	1	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:15:08.521	908.521	908521	00:15:11.802	911.802	911802	00:00:03.281	3.281	3281	1	1	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:16:10.882	970.882	970882	00:16:13.722	973.722	973722	00:00:02.840	2.84	2840	1	1	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:20:33.540	1233.54	1233540	00:20:37.581	1237.581	1237581	00:00:04.041	4.041	4041	1	2	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:21:12.451	1272.451	1272451	00:21:16.212	1276.212	1276212	00:00:03.761	3.761	3761	1	2	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:21:56.682	1316.682	1316682	00:21:59.802	1319.802	1319802	00:00:03.120	3.12	3120	1	2	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:26:17.960	1577.96	1577960	00:26:23.040	1583.04	1583040	00:00:05.080	5.08	5080	1	3	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:27:00.840	1620.84	1620840	00:27:06.040	1626.04	1626040	00:00:05.200	5.2	5200	1	3	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:27:19.960	1639.96	1639960	00:27:38.040	1658.04	1658040	00:00:18.080	18.08	18080	1	3	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:31:16.860	1876.86	1876860	00:31:20.381	1880.381	1880381	00:00:03.521	3.521	3521	1	4	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:31:59.540	1919.54	1919540	00:32:01.700	1921.7	1921700	00:00:02.160	2.16	2160	1	4	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:32:47.091	1967.091	1967091	00:32:50.892	1970.892	1970892	00:00:03.801	3.801	3801	1	4	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:38:44.440	2324.44	2324440	00:38:49.201	2329.201	2329201	00:00:04.761	4.761	4761	1	5	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:39:07.982	2347.982	2347982	00:39:12.103	2352.103	2352103	00:00:04.121	4.121	4121	1	5	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:43:22.380	2602.38	2602380	00:43:39.780	2619.78	2619780	00:00:17.400	17.4	17400	1	6	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:43:58.980	2638.98	2638980	00:44:01.901	2641.901	2641901	00:00:02.921	2.921	2921	1	6	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:44:43.941	2683.941	2683941	00:44:46.742	2686.742	2686742	00:00:02.801	2.801	2801	1	6	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:48:28.660	2908.66	2908660	00:48:30.260	2910.26	2910260	00:00:01.600	1.6	1600	1	7	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:48:56.460	2936.46	2936460	00:48:58.981	2938.981	2938981	00:00:02.521	2.521	2521	1	7	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:49:22.021	2962.021	2962021	00:49:30.381	2970.381	2970381	00:00:08.360	8.36	8360	1	7	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:14:24.440	864.44	864440	00:16:20.400	980.4	980400	00:01:55.960	115.96	115960		1	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:20:25.840	1225.84	1225840	00:22:07.000	1327.0	1327000	00:01:41.160	101.16	101160		2	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:25:50.000	1550.0	1550000	00:27:46.240	1666.24	1666240	00:01:56.240	116.24	116240		3	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:30:52.000	1852.0	1852000	00:32:56.840	1976.84	1976840	00:02:04.840	124.84	124840		4	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:38:28.480	2308.48	2308480	00:40:21.720	2421.72	2421720	00:01:53.240	113.24	113240		5	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:43:02.080	2582.08	2582080	00:44:54.920	2694.92	2694920	00:01:52.840	112.84	112840		6	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:48:10.040	2890.04	2890040	00:49:34.600	2974.6	2974600	00:01:24.560	84.56	84560		7	Vp423-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-1.eaf
00:03:21.340	201.34	201340	00:03:23.821	203.821	203821	00:00:02.481	2.481	2481	1	8	Vp423-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-2.eaf
00:03:51.181	231.181	231181	00:03:52.901	232.901	232901	00:00:01.720	1.72	1720	1	8	Vp423-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-2.eaf
00:04:36.263	276.263	276263	00:04:38.584	278.584	278584	00:00:02.321	2.321	2321	1	8	Vp423-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-2.eaf
00:02:47.600	167.6	167600	00:04:46.600	286.6	286600	00:01:59.000	119.0	119000		8	Vp423-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp423-2.eaf
00:14:45.320	885.32	885320	00:14:46.560	886.56	886560	00:00:01.240	1.24	1240	1	1	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:15:22.160	922.16	922160	00:15:24.160	924.16	924160	00:00:02.000	2.0	2000	1	1	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:16:04.640	964.64	964640	00:16:04.662	964.662	964662	00:00:00.022	0.022	22	1	1	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:16:04.662	964.662	964662	00:16:19.862	979.862	979862	00:00:15.200	15.2	15200	1	1	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:20:57.800	1257.8	1257800	00:21:09.563	1269.563	1269563	00:00:11.763	11.763	11763	1	2	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:21:42.483	1302.483	1302483	00:21:45.163	1305.163	1305163	00:00:02.680	2.68	2680	1	2	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:22:27.243	1347.243	1347243	00:22:30.884	1350.884	1350884	00:00:03.641	3.641	3641	1	2	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:26:17.220	1577.22	1577220	00:26:19.380	1579.38	1579380	00:00:02.160	2.16	2160	1	3	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:26:38.940	1598.94	1598940	00:26:40.780	1600.78	1600780	00:00:01.840	1.84	1840	1	3	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:27:44.700	1664.7	1664700	00:27:46.980	1666.98	1666980	00:00:02.280	2.28	2280	1	3	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:31:14.860	1874.86	1874860	00:31:17.900	1877.9	1877900	00:00:03.040	3.04	3040	1	4	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:31:58.340	1918.34	1918340	00:32:00.300	1920.3	1920300	00:00:01.960	1.96	1960	1	4	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:32:42.700	1962.7	1962700	00:32:44.381	1964.381	1964381	00:00:01.681	1.681	1681	1	4	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:37:45.500	2265.5	2265500	00:37:45.661	2265.661	2265661	00:00:00.161	0.161	161	1	5	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:37:45.661	2265.661	2265661	00:37:55.301	2275.301	2275301	00:00:09.640	9.64	9640	1	5	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:38:25.491	2305.491	2305491	00:38:36.014	2316.014	2316014	00:00:10.523	10.523	10523	1	5	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:39:04.494	2344.494	2344494	00:39:07.894	2347.894	2347894	00:00:03.400	3.4	3400	1	5	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:14:10.300	850.3	850300	00:16:26.300	986.3	986300	00:02:16.000	136.0	136000		1	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:19:58.300	1198.3	1198300	00:22:39.300	1359.3	1359300	00:02:41.000	161.0	161000		2	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:25:50.300	1550.3	1550300	00:27:56.300	1676.3	1676300	00:02:06.000	126.0	126000		3	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:30:32.300	1832.3	1832300	00:33:09.300	1989.3	1989300	00:02:37.000	157.0	157000		4	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:37:16.300	2236.3	2236300	00:39:16.300	2356.3	2356300	00:02:00.000	120.0	120000		5	Vp424-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-1.eaf
00:02:13.160	133.16	133160	00:02:15.160	135.16	135160	00:00:02.000	2.0	2000	1	6	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:02:46.620	166.62	166620	00:02:48.581	168.581	168581	00:00:01.961	1.961	1961	1	6	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:03:26.861	206.861	206861	00:03:29.061	209.061	209061	00:00:02.200	2.2	2200	1	6	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:06:30.540	390.54	390540	00:06:32.220	392.22	392220	00:00:01.680	1.68	1680	1	7	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:06:50.781	410.781	410781	00:06:52.821	412.821	412821	00:00:02.040	2.04	2040	1	7	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:07:19.862	439.862	439862	00:07:21.942	441.942	441942	00:00:02.080	2.08	2080	1	7	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:11:01.700	661.7	661700	00:11:01.822	661.822	661822	00:00:00.122	0.122	122	1	8	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:11:01.822	661.822	661822	00:11:12.302	672.302	672302	00:00:10.480	10.48	10480	1	8	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:11:40.302	700.302	700302	00:11:44.343	704.343	704343	00:00:04.041	4.041	4041	1	8	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:12:26.423	746.423	746423	00:12:29.144	749.144	749144	00:00:02.721	2.721	2721	1	8	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:01:39.800	99.8	99800	00:03:39.800	219.8	219800	00:02:00.000	120.0	120000		6	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:06:15.800	375.8	375800	00:07:29.800	449.8	449800	00:01:14.000	74.0	74000		7	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:10:39.800	639.8	639800	00:12:41.800	761.8	761800	00:02:02.000	122.0	122000		8	Vp424-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp424-2.eaf
00:17:24.600	1044.6	1044600	00:17:28.681	1048.681	1048681	00:00:04.081	4.081	4081	1	1	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:17:40.683	1060.683	1060683	00:17:44.003	1064.003	1064003	00:00:03.320	3.32	3320	1	1	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:18:13.363	1093.363	1093363	00:18:16.484	1096.484	1096484	00:00:03.121	3.121	3121	1	1	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:22:48.700	1368.7	1368700	00:23:15.226	1395.226	1395226	00:00:26.526	26.526	26526	1	2	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:23:35.386	1415.386	1415386	00:23:50.790	1430.79	1430790	00:00:15.404	15.404	15404	1	2	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:24:08.875	1448.875	1448875	00:24:13.516	1453.516	1453516	00:00:04.641	4.641	4641	1	2	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:29:04.520	1744.52	1744520	00:29:11.761	1751.761	1751761	00:00:07.241	7.241	7241	1	3	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:29:51.211	1791.211	1791211	00:29:54.852	1794.852	1794852	00:00:03.641	3.641	3641	1	3	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:30:24.211	1824.211	1824211	00:30:30.973	1830.973	1830973	00:00:06.762	6.762	6762	1	3	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:36:11.420	2171.42	2171420	00:36:13.380	2173.38	2173380	00:00:01.960	1.96	1960	1	4	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
00:36:41.220	2201.22	2201220	00:36:43.460	2203.46	2203460	00:00:02.240	2.24	2240	1	4	Vp425-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp425-1.eaf
